Date of Filing,Last Renewal Date,Date of Expiration,Business Name,Type of Business,Business Address,City,State,Zipcode,latitude,longitude,business_name_normalized,issued,is_active,age_years,chain_count,closest_stop,distance_to_closest_stop
2013-07-26 00:00:00,7/22/25 12:22,2029-07-22 12:15:00,Boston W Hotel and Residences,HOTEL,100 Stuart ST,Boston,MA,2116,42.350827,-71.06559099999998,boston w hotel and residences,,True,12.726027397260275,1,Boylston,290.3330429972588
2017-09-07 10:17:00,7/16/25 10:47,2029-07-16 10:43:00,Boston Wellness Massage & Skin Care,"Massage, Reflexology & Skin Care",224 Clarendon ST,Boston,MA,2116,42.351224,-71.07565,boston wellness massage  skin care,,True,8.602739726027398,1,Copley,313.77746400043713
2025-08-01 14:19:00,,2029-08-01 14:16:00,Boston's Nail Lounge,Nail Salon,667 Boylston ST,Boston,MA,2116,42.349806,-71.07876299999998,bostons nail lounge,,True,0.6986301369863014,1,Copley,86.5554689985785
2015-06-30 00:00:00,6/9/23 11:46,2027-06-09 10:45:00,BOSTON'S NAILS & SPA,"HAIR, NAIL & SKIN CARE, WAX",665 Boylston ST,Boston,MA,2116,42.349947,-71.07873000000001,bostons nails  spa,,True,10.797260273972602,1,Copley,84.11102700159216
2019-04-23 09:07:00,,2023-04-23 09:05:00,BostonXFT,Sales and Marketing,8 Garrison ST,Boston,MA,2116,42.346157,-71.07964600000003,bostonxft,,False,4.0,1,Prudential,292.9997069960526
2021-01-15 13:21:00,1/6/25 16:08,2029-01-06 12:20:00,Bradley & Diegel Salon,hair salon,77 Newbury ST,Boston,MA,2116,42.351946,-71.07460400000002,bradley  diegel salon,,True,5.243835616438356,1,Arlington,417.22180500216587
2020-04-02 13:29:00,,2024-04-02 13:26:00,BRAHM,PRIVATE EQUITY AND INTERNATIONAL TRADE,665 Washington ST,Boston,MA,2116,42.351874,-71.062862,brahm,,False,4.0,1,Chinatown,86.99991299903539
2023-05-26 14:15:00,,2027-05-26 13:07:00,Breitling,Retail Watches & Accessories,30 Newbury ST,Boston,MA,2116,42.352082,-71.07263699999999,breitling,,True,2.884931506849315,1,Arlington,213.7775639986965
2018-03-19 15:56:00,2/16/22 11:46,2026-02-16 11:43:00,BRIGHTR HORIZONS AT DARTMOUTH STREET,CHILD CARE CENTER,185 Dartmouth ST,Boston,MA,2116,42.348522,-71.07628899999997,brightr horizons at dartmouth street,,False,7.917808219178082,1,Back Bay,192.666473997522
2016-01-04 00:00:00,2/12/24 16:30,2028-02-12 16:23:00,BRILLIANT EARTH,JEWELRY SALES,38 Newbury ST,Boston,MA,2116,42.352149,-71.07281499999999,brilliant earth,,True,10.282191780821918,2,Arlington,240.9997589986528
2018-08-06 15:20:00,,2022-08-06 15:02:00,BRODEUR PARTNERS,PUBLIC RELATIONS,535 Boylston ST,Boston,MA,2116,42.350803,-71.075628,brodeur partners,,False,4.0,1,Copley,269.4441750002602
2014-12-22 00:00:00,11/21/22 9:08,2026-11-21 09:07:00,BRODNEY,RETAIL,176 Newbury ST,Boston,MA,2116,42.350302,-71.07909599999999,brodney,,True,11.317808219178081,1,Copley,164.22205799986202
2024-11-08 13:53:00,,2028-11-08 13:52:00,Broncato Barber CO,Barber Shop,242 Newbury ST,Boston,MA,2116,42.349434,-71.08232800000002,broncato barber co,,True,1.4273972602739726,1,Prudential,499.5550560027201
2024-10-30 15:45:00,,2028-10-30 15:31:00,Brooks Brothers #6186,Retail - Apparel,109 Newbury ST,Boston,MA,2116,42.351542,-71.075898,brooks brothers 6186,,True,1.452054794520548,1,Copley,321.55523400053744
2020-08-13 12:20:00,8/7/24 11:22,2028-08-07 10:39:00,Brookside Capital,investment,200 Clarendon ST,Boston,MA,2116,42.348962,-71.07502399999998,brookside capital,,True,5.668493150684932,2,Back Bay,257.2219650019072
2024-08-07 11:21:00,,2028-08-07 11:10:00,Brookside Capital,Invesstments,200 Clarendon ST,Boston,MA,2116,42.348962,-71.07502399999998,brookside capital,,True,1.6821917808219178,2,Back Bay,257.2219650019072
2022-04-14 13:11:00,,2026-04-14 11:58:00,Brownstone,Restuarant,111 Dartmouth ST,Boston,MA,2116,42.346434,-71.07534299999998,brownstone,,True,4.0,1,Back Bay,144.4443000024266
2019-10-09 14:25:00,,2023-10-09 12:29:00,Brunello Cucinelli,Reatail Sale of Apparel,11 Newbury ST,Boston,MA,2116,42.352726,-71.072026,brunello cucinelli,,False,4.0,1,Arlington,217.4442269989129
2024-08-28 14:37:00,,2028-08-28 14:27:00,BSMNT,NightClub,100 Stuart ST,Boston,MA,2116,42.350827,-71.06559099999998,bsmnt,,True,1.6246575342465754,1,Boylston,290.3330429972588
2015-11-18 00:00:00,7/22/24 15:33,2028-07-22 15:26:00,BTONE FITNESS,FITNESS STUDIO,30 Newbury ST,Boston,MA,2116,42.352082,-71.07263699999999,btone fitness,,True,10.41095890410959,2,Arlington,213.7775639986965
2022-11-04 15:54:00,,2026-11-04 14:22:00,Bucherer 1888,Sales of Luxury watches and Jewlery,100 Huntington AV,Boston,MA,2116,42.347312,-71.07812200000001,bucherer 1888,,True,3.441095890410959,1,Back Bay,270.33306300038447
2014-11-18 00:00:00,1/6/23 13:22,2027-01-06 12:15:00,BUDGET RENT A CAR SYSTEM,SHORT TERM VEHICLE RENTAL,100 Clarendon ST,Boston,MA,2116,42.34789,-71.07404200000002,budget rent a car system,,True,11.41095890410959,1,Back Bay,247.2219749979436
2017-10-23 12:10:00,11/24/25 14:34,2029-11-24 12:11:00,Bulgari,Retail Store,14 Newbury ST,Boston,MA,2116,42.35219,-71.07206100000002,bulgari,,True,8.476712328767123,1,Arlington,161.77761600208618
2024-01-02 11:46:00,,2028-01-02 11:41:00,Bumbershoot Capital Management,Property Management,128 Marlborough ST,Boston,MA,2116,42.352963,-71.07742400000001,bumbershoot capital management,,True,2.2794520547945205,1,Copley,320.55523500069376
2024-01-02 11:46:00,,2028-01-02 11:42:00,Bumbershoot Maintenance,Property Management,128 Marlborough ST,Boston,MA,2116,42.352963,-71.07742400000001,bumbershoot maintenance,,True,2.2794520547945205,1,Copley,320.55523500069376
2014-10-03 00:00:00,8/30/18 11:36,2022-08-30 09:42:00,BURBERRY,RETAIL,2 Newbury ST,Boston,MA,2116,42.35244,-71.07134100000002,burberry,,False,7.912328767123288,2,Arlington,109.55544600208948
2014-10-03 00:00:00,8/30/18 11:35,2022-08-30 09:47:00,BURBERRY,CH BUS LOC (9/17/14),100 Huntington AV,Boston,MA,2116,42.347312,-71.07812200000001,burberry,,False,7.912328767123288,2,Back Bay,270.33306300038447
2020-12-03 12:00:00,4/7/25 16:48,2029-04-07 16:45:00,Butterknife,Video Marketing and Advertising,112 Newbury ST,Boston,MA,2116,42.351141,-71.07581600000003,butterknife,,True,5.361643835616438,1,Copley,286.11082499607653
2014-04-10 00:00:00,,2018-04-10 00:00:00,C PIZZANO & SONS,,286 Columbus AV,Boston,MA,2116,42.346811,-71.073735,c pizzano  sons,,False,4.002739726027397,1,Back Bay,281.2219409997354
2013-08-13 00:00:00,8/22/25 13:25,2029-08-22 13:24:00,"C.SPA - BOSTON, SKIN & MASSAGE STUDIO",BEAUTY/SPA/WELLNESS,715 Boylston ST,Boston,MA,2116,42.349616,-71.07998399999997,cspa  boston skin  massage studio,,True,12.676712328767124,1,Copley,243.33308999749863
2019-06-25 16:26:00,,2023-06-25 16:24:00,Cable Stayed Studios,Video Game Development,120 Saint James AV,Boston,MA,2116,42.34921,-71.07513,cable stayed studios,,False,4.0,1,Back Bay,272.9997269999677
2015-11-16 00:00:00,10/31/23 11:46,2027-10-31 11:43:00,CABOT & COMPANY,REAL ESTATE,213 Newbury ST,Boston,MA,2116,42.350162,-71.08119999999997,cabot  company,,True,10.416438356164383,1,Copley,382.4440619968113
2025-11-05 10:24:00,,2029-11-04 14:16:00,Cactus Club Cafe,Restaurant,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cactus club cafe,,True,0.43561643835616437,1,Copley,415.8884729984268
2022-02-16 15:51:00,,2026-02-16 15:49:00,Cafe Landwer,Restaurant/Cafe,655 Boylston ST,Boston,MA,2116,42.349998,-71.07856800000002,cafe landwer,,False,4.0,1,Copley,71.77770600273016
2023-09-19 12:35:00,,2027-09-19 12:31:00,CAFE PASTEL,RESTAURANT,40 Trinity PL,Boston,MA,2116,42.348427,-71.07501400000001,cafe pastel,,True,2.5671232876712327,1,Back Bay,198.8886899991812
2023-05-03 13:14:00,,2027-05-03 13:13:00,Caffe Nero,Coffee Shop,103 Newbury ST,Boston,MA,2116,42.3517,-71.07541600000002,caffe nero,,True,2.947945205479452,6,Copley,392.6662739978453
2024-12-19 15:19:00,,2028-12-19 15:07:00,CAFFE NERO,COFFEE SHOP,100 Huntington AV,Boston,MA,2116,42.347312,-71.07812200000001,caffe nero,,True,1.3150684931506849,6,Back Bay,270.33306300038447
2024-12-19 15:30:00,,2028-12-19 15:27:00,CAFFE NERO,Coffee Shop,443 Boylston ST,Boston,MA,2116,42.351471,-71.07298100000003,caffe nero,,True,1.3150684931506849,6,Arlington,279.88860900389125
2013-11-08 00:00:00,,2015-06-18 00:00:00,CALIFORNIA PIZZA KITCHEN,RESTAURANT - CH 227 SEC 5A,137 Stuart ST,Boston,MA,2116,42.351291,-71.065765,california pizza kitchen,,False,1.6082191780821917,1,Boylston,258.11085299887344
2025-04-02 14:59:00,,2029-04-02 14:58:00,Campeon Soccer,Online Soccer Store,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,campeon soccer,,True,1.0301369863013699,1,Arlington,120.8887679971603
2014-06-25 00:00:00,5/26/22 13:26,2026-05-26 13:23:00,CANDIBAR,NIGHTCLUB,71 Warrenton ST,Boston,MA,2116,42.349932,-71.065832,candibar,,True,11.810958904109588,1,Tufts Medical Center,242.7775349996908
2024-07-15 09:00:00,,2028-07-15 08:57:00,CANDLEFISH,Retail-specialty candles,110 Newbury ST,Boston,MA,2116,42.351223,-71.075763,candlefish,,True,1.7452054794520548,1,Copley,301.1108100000483
2024-06-27 14:15:00,,2028-06-27 14:13:00,CandleLux,Candle Making Services and Sales,176 Newbury ST,Boston,MA,2116,42.350302,-71.07909599999999,candlelux,,True,1.7945205479452055,1,Copley,164.22205799986202
2015-10-28 00:00:00,12/19/23 13:56,2027-12-19 10:40:00,CAPITAL ONE 360 CAFE,FINANCIAL INSTITUTION,711 Boylston ST,Boston,MA,2116,42.349814,-71.07982300000003,capital one 360 cafe,,True,10.468493150684932,2,Copley,203.44424100425888
2020-02-25 12:20:00,3/29/24 15:20,2028-03-29 15:15:00,Capsule Pharmacy Boston,Retail Pharmacy,414 Boylston ST,Boston,MA,2116,42.351256,-71.072408,capsule pharmacy boston,,True,6.134246575342465,1,Arlington,240.11087100010752
2024-08-16 14:16:00,,2028-08-16 11:28:00,Carbon Health,Human Medical Services,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,carbon health,,True,1.6575342465753424,3,Arlington,120.8887679971603
2022-08-05 15:07:00,,2026-08-05 11:53:00,Card Shark,"E-Commerce, online Cards Retail",867 Boylston ST,Boston,MA,2116,42.348668,-71.08340699999997,card shark,,True,3.6904109589041094,1,Prudential,534.3327989970218
2023-04-12 12:43:00,,2027-04-12 12:37:00,Careforth,Caregiving Services And Support,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,careforth,,True,3.0054794520547947,2,Arlington,120.8887679971603
2025-08-15 13:32:00,,2029-08-15 13:28:00,Careforth,Caregiving Service and Support,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,careforth,,True,0.6602739726027397,2,Arlington,120.8887679971603
2022-10-21 13:51:00,,2026-10-21 13:48:00,Cargo Rental Club,Consulting,867 Boylston ST,Boston,MA,2116,42.348668,-71.08340699999997,cargo rental club,,True,3.4794520547945207,1,Prudential,534.3327989970218
2019-11-01 10:20:00,10/23/23 15:04,2027-10-23 13:49:00,Carter & Company,Interior Design,36 Newbury ST,Boston,MA,2116,42.35201,-71.07277899999997,carter  company,,True,6.4520547945205475,1,Arlington,221.55533399642832
2016-10-06 12:59:00,11/4/25 11:34,2029-11-04 11:29:00,CARTIER NORTH AMERICA,JEWERLY,28 Newbury ST,Boston,MA,2116,42.352083,-71.072472,cartier north america,,True,9.523287671232877,1,Arlington,195.55536000049165
2016-02-01 00:00:00,1/4/24 12:54,2028-01-04 12:26:00,CASTANET,CONSIGNMENT - RETAIL,175 Newbury ST,Boston,MA,2116,42.350723,-71.07929999999999,castanet,,True,10.205479452054794,1,Copley,233.66643299979884
2021-10-20 14:14:00,10/17/25 13:11,2029-10-17 13:02:00,CastleGate Forwarding,Logistics,4 Copley PL,Boston,MA,2116,42.347278,-71.07767999999999,castlegate forwarding,,True,4.482191780821918,1,Back Bay,224.99977499799533
2023-11-21 13:03:00,,2027-11-21 12:48:00,Catbird,Retail,156 Newbury ST,Boston,MA,2116,42.350535,-71.07825600000001,catbird,,True,2.3945205479452056,1,Copley,96.77768100198108
2015-09-16 00:00:00,10/15/19 10:09,2023-10-15 10:07:00,CATCHPOINT PARTNERS,STRATEGIC MARKETING CONSULTANCY,121 Beacon ST,Boston,MA,2116,42.354874,-71.073552,catchpoint partners,,False,8.084931506849315,1,Arlington,625.6660410009064
2018-11-07 13:55:00,10/19/22 13:31,2026-10-19 11:21:00,CBD AMERICAN SHAMAN,RETAIL,227 Newbury ST,Boston,MA,2116,42.350007,-71.08175900000003,cbd american shaman,,True,7.435616438356164,1,Copley,427.33290600426994
2020-07-23 12:22:00,11/26/24 7:45,2028-11-15 00:00:00,CBfit,Personal training,561 Boylston ST,Boston,MA,2116,42.350696,-71.07627400000001,cbfit,,True,5.726027397260274,1,Copley,185.77759199833545
2021-04-02 14:03:00,,2025-04-02 09:57:00,CBIZ Alliance,insurance services,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cbiz alliance,,False,4.0,1,Copley,415.8884729984268
2024-12-13 14:19:00,,2028-12-13 14:17:00,CBIZ Individual Insurance Solutions,Insurance Agent/Broker,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cbiz individual insurance solutions,,True,1.3315068493150686,1,Copley,415.8884729984268
2014-05-05 00:00:00,4/17/18 13:39,2022-04-17 12:34:00,CBIZ RETIREMENT PLAN ADVISORY SERVICES,CH 227 SEC 5A,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cbiz retirement plan advisory services,,False,7.956164383561644,1,Copley,415.8884729984268
2015-12-11 00:00:00,3/4/24 17:33,2028-03-04 17:19:00,CBIZ RETIREMENT PLAN SERVICES,CORPORATION,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cbiz retirement plan services,,True,10.347945205479451,2,Copley,415.8884729984268
2015-12-11 00:00:00,5/17/24 12:36,2028-05-17 11:17:00,CBIZ RETIREMENT PLAN SERVICES,CORPORATION,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cbiz retirement plan services,,True,10.347945205479451,2,Copley,415.8884729984268
2018-08-02 14:10:00,9/12/22 14:51,2026-09-12 13:01:00,"CBIZ TAX, ACCOUTING & ADVISORY OF NEW ENLANG",ACCOUNTING FIRM,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cbiz tax accouting  advisory of new enlang,,True,7.701369863013698,1,Copley,415.8884729984268
2018-10-29 12:39:00,1/3/23 17:02,2026-12-29 09:53:00,CBIZ Vacation Rental Insurance,Insurance Services,500 Boylston ST,Boston,MA,2116,42.350697,-71.07420400000001,cbiz vacation rental insurance,,True,7.46027397260274,1,Copley,415.8884729984268
2020-11-06 15:26:00,1/2/25 14:13,2029-01-02 12:45:00,CDF Therapeutic Bodywork,massage therapy,437 Boylston ST,Boston,MA,2116,42.351491,-71.07290499999999,cdf therapeutic bodywork,,True,5.435616438356164,1,Arlington,269.22195299924226
2023-09-15 14:04:00,,2027-09-15 12:51:00,Celine-Boston Copley,Retail Clothing,100 Huntington AV,Boston,MA,2116,42.347312,-71.07812200000001,celineboston copley,,True,2.578082191780822,1,Back Bay,270.33306300038447
2021-08-04 12:03:00,,2025-08-04 12:02:00,CellfloRegenMed,Health Care,20 Park PZ,Boston,MA,2116,42.35147,-71.06880999999998,cellfloregenmed,,False,4.0,1,Arlington,279.44416500185537
2019-01-25 13:09:00,,2023-01-25 13:07:00,Celso Enrique Hair Studio,Hair Studio,118 Newbury ST,Boston,MA,2116,42.351144,-71.07611700000001,celso enrique hair studio,,False,4.0,1,Copley,252.9997469983564
2015-03-30 00:00:00,7/7/23 12:36,2027-07-07 11:00:00,CENTERFOLDS,NIGHTCLUB,12 Lagrange ST,Boston,MA,2116,42.351406,-71.06325900000002,centerfolds,,True,11.04931506849315,1,Chinatown,183.1109280019101
2023-11-21 09:29:00,,2027-11-21 08:10:00,Central Perk,Cafe,205 Newbury ST,Boston,MA,2116,42.350258,-71.08085900000003,central perk,,True,2.3945205479452056,1,Copley,355.2218670039604
2023-12-19 09:31:00,,2027-12-19 09:29:00,Century 21 Cityside,Real Estate,232 Clarendon ST,Boston,MA,2116,42.35165,-71.07574699999998,century 21 cityside,,True,2.317808219178082,1,Copley,350.3329830020928
2026-01-06 09:36:00,,2030-01-06 09:34:00,CGK on Newbury,Restaurant,267 Newbury ST,Boston,MA,2116,42.349534,-71.08345600000001,cgk on newbury,,True,0.26575342465753427,1,Prudential,635.99936400166
2015-01-14 00:00:00,12/5/22 11:41,2026-12-05 11:38:00,CH CAROLINA HERRERA,RETAIL CLOTHING SALES,100 Huntington AV,Boston,MA,2116,42.347312,-71.07812200000001,ch carolina herrera,,True,11.254794520547945,1,Back Bay,270.33306300038447
2017-03-10 12:06:00,7/21/25 11:41,2029-07-21 10:03:00,CH2M Hill,Engineering Services,120 Saint James AV,Boston,MA,2116,42.34921,-71.07513,ch2m hill,,True,9.098630136986301,2,Back Bay,272.9997269999677
2015-03-23 00:00:00,3/29/19 13:07,2023-03-29 11:00:00,CH2M HILL,CONSTRUCTION MANAGEMENT,120 Saint James AV,Boston,MA,2116,42.34921,-71.07513,ch2m hill,,False,8.021917808219179,2,Back Bay,272.9997269999677
2017-02-13 13:21:00,7/21/25 11:40,2029-07-21 09:52:00,CH2M Hill Engineers,Engineering Services,10 ST JAMES AV,BOSTON,MA,2116,42.350405,-71.07088399999998,ch2m hill engineers,,True,9.167123287671233,1,Arlington,167.33316600227062
2017-01-23 11:25:00,7/22/25 15:15,2029-07-22 15:13:00,CHABA BY A AND M,FLOWER SHOP,71 Stuart ST,Boston,MA,2116,42.351216,-71.06449800000001,chaba by a and m,,True,9.224657534246575,1,Boylston,166.55538899870783
2014-09-10 00:00:00,9/13/18 14:26,2022-09-13 13:37:00,CHAMPIONSCOTT PARTNERS,EXECUTIVE RECRUITING,321 Columbus AV,Boston,MA,2116,42.34641,-71.074836,championscott partners,,False,8.013698630136986,1,Back Bay,203.44424099952192
2024-07-02 16:05:00,,2028-07-02 15:28:00,Chanel,"Retail of clothing, frangrance & cosmetics.",6 Newbury ST,Boston,MA,2116,42.352292,-71.071641,chanel,,True,1.7808219178082192,1,Arlington,126.4443179997132
2021-10-06 11:08:00,10/6/25 8:47,2029-10-06 08:41:00,Charles Street Dental,Dentist's Office,121 Charles ST,Boston,MA,2116,42.349197,-71.06667099999999,charles street dental,,True,4.52054794520548,1,Tufts Medical Center,357.66630899857824
2017-07-21 13:30:00,5/21/25 13:49,2029-05-21 13:46:00,Charlies Sandwich Shoppe,Restaurant,429 Columbus AV,Boston,MA,2116,42.344092,-71.07771300000002,charlies sandwich shoppe,,True,8.734246575342466,1,Back Bay,582.6660840013105
2022-10-12 13:19:00,,2026-10-12 13:16:00,Charme Jewelry and Accessories,Jewelry and Accessories retail,244 Newbury ST,Boston,MA,2116,42.349392,-71.08238699999998,charme jewelry and accessories,,True,3.504109589041096,1,Prudential,501.44394299874057
2021-09-10 11:28:00,11/24/25 15:49,2029-11-24 11:17:00,Cheryl Richards,Photography,20 Park PZ,Boston,MA,2116,42.35147,-71.06880999999998,cheryl richards,,True,4.5917808219178085,1,Arlington,279.44416500185537
2017-09-28 11:56:00,8/26/25 13:14,2029-08-26 13:12:00,Chi Harmony Acupuncture,Acupuncture,10 Park PZ,Boston,MA,2116,42.351709,-71.06743399999999,chi harmony acupuncture,,True,8.545205479452054,1,Boylston,397.1107139984666
2021-08-18 12:50:00,7/22/25 10:45,2029-07-22 10:40:00,Chick-Fil-A Copley Square Inline,ChicFil-A Franchise Restaurant,569 Boylston ST,Boston,MA,2116,42.350591,-71.07642800000002,chickfila copley square inline,,True,4.654794520547945,1,Copley,156.99984299756957
2021-08-09 11:42:00,,2025-08-09 11:39:00,Childs Gallery,retail art gallery,168 Newbury ST,Boston,MA,2116,42.350401,-71.078756,childs gallery,,False,4.0,1,Copley,137.44430700036258
2025-12-03 09:17:00,,2029-12-03 09:12:00,Chisolm Demertine General Practice Clinic,Virtual Medical Services,3 Arlington ST,Boston,MA,2116,42.355022,-71.07257500000003,chisolm demertine general practice clinic,,True,0.3589041095890411,1,Arlington,533.5550220029329
2025-07-22 11:08:00,,2029-07-22 11:08:00,Christine Fuchs Advisors,Coaching Services,184 Marlborough ST,Boston,MA,2116,42.352271,-71.08000099999998,christine fuchs advisors,,True,0.726027397260274,1,Copley,483.5550719989046
2022-03-02 15:52:00,,2026-03-02 11:58:00,Christmas Trees USA,Online Retail,665 Washington ST,Boston,MA,2116,42.351874,-71.062862,christmas trees usa,,False,4.0,1,Chinatown,86.99991299903539
2018-02-28 10:13:00,,2022-02-28 10:12:00,Churros & Cravings,Street Food (fried pastry),233 Newbury ST,Boston,MA,2116,42.349896,-71.082019,churros  cravings,,False,4.0,1,Copley,443.8884450011563
2018-10-04 14:07:00,8/3/22 12:04,2026-08-03 12:03:00,City Smoke,Smoke Shop,167 Newbury ST,Boston,MA,2116,42.350802,-71.07896599999998,city smoke,,True,7.528767123287671,2,Copley,205.3331279987004
2021-12-17 13:44:00,11/24/25 11:41,2029-11-24 11:39:00,CJF Consulting,Freelance Consulting,52 Appleton ST,Boston,MA,2116,42.34567,-71.07219099999998,cjf consulting,,True,4.323287671232877,1,Back Bay,579.5549760028493
2013-11-06 00:00:00,9/16/25 9:27,2029-09-16 09:25:00,CLARENDON BARBERS,BARBER SHOP,59 Clarendon ST,Boston,MA,2116,42.346749,-71.07310000000001,clarendon barbers,,True,12.443835616438356,1,Back Bay,358.666307998422
2014-07-21 00:00:00,6/9/22 10:36,2026-06-09 10:35:00,CLEARPOINT STRATEGY,SOFTWARE,75 Arlington ST,Boston,MA,2116,42.350549,-71.07041900000002,clearpoint strategy,,True,11.73972602739726,1,Arlington,202.9997969982756
2022-04-14 13:08:00,3/25/26 16:24,2030-03-25 16:01:00,Clerys,Restaurant,113 Dartmouth ST,Boston,MA,2116,42.34615,-71.07518399999998,clerys,,True,4.0,1,Back Bay,193.66647300210263
2025-06-27 11:33:00,,2029-06-27 11:30:00,Click Insurance,Property and Casualty Insurance,131 Dartmouth ST,Boston,MA,2116,42.346988,-71.07513499999999,click insurance,,True,0.7945205479452054,1,Back Bay,105.99989400080298
2021-03-18 13:51:00,3/13/25 16:36,2029-03-13 15:27:00,CLIENTEL3,FITNESS,364 Boylston ST,Boston,MA,2116,42.351461,-71.07155499999999,clientel3,,True,5.073972602739726,1,Arlington,122.5554329992683
2025-10-27 15:31:00,,2029-10-27 15:30:00,Clover Roe Events,Event Planner,14 Fayette ST,Boston,MA,2116,42.348966,-71.06712800000003,clover roe events,,True,0.4602739726027397,1,Tufts Medical Center,434.1106770029476
2023-06-27 11:31:00,,2027-06-27 11:30:00,"CMD Dermatology, Laser & Aesthetics",Medical Practice,745 Boylston ST,Boston,MA,2116,42.349389,-71.08081800000002,cmd dermatology laser  aesthetics,,True,2.797260273972603,1,Copley,361.2218610030227
2023-04-10 15:52:00,,2027-04-10 15:31:00,CMG Home Loans,Mortgage Office,264 Beacon ST,Boston,MA,2116,42.353504,-71.08039200000002,cmg home loans,,True,3.010958904109589,1,Copley,663.9993360028105
2022-02-02 16:09:00,,2026-02-02 16:06:00,COAST 2 COAST VENTURES,AMAZON SALES/E-COMMERCE,867 Boylston ST,Boston,MA,2116,42.348668,-71.08340699999997,coast 2 coast ventures,,False,4.0,1,Prudential,534.3327989970218
2019-05-06 13:15:00,4/10/23 14:15,2027-04-10 13:08:00,Cognition Financial,Private Student Loans,200 Clarendon ST,Boston,MA,2116,42.348962,-71.07502399999998,cognition financial,,True,6.942465753424657,1,Back Bay,257.2219650019072
2023-08-22 15:58:00,,2027-08-22 15:57:00,Colby Davis of Boston,Jewelry / Gift Store,33 Newbury ST,Boston,MA,2116,42.352402,-71.07291299999997,colby davis of boston,,True,2.643835616438356,1,Arlington,279.9997199965053
2018-08-23 12:26:00,,2022-08-23 12:22:00,Coldwell Banker Commercial NRT,Commercial Real estate brokerage,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,coldwell banker commercial nrt,,False,4.0,1,Arlington,120.8887679971603
2020-02-11 13:33:00,4/1/25 13:07,2029-04-01 12:53:00,Coldwell Banker Commercial Realty,Real Estate Brokerage,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,coldwell banker commercial realty,,True,6.1726027397260275,2,Arlington,120.8887679971603
2020-01-08 15:02:00,,2024-01-08 14:04:00,Coldwell Banker NRT,real estate brokerage,10 Berkeley ST,Boston,MA,2116,42.345203,-71.070585,coldwell banker nrt,,False,4.0,3,Arlington,778.5547770009606
2020-01-08 15:02:00,,2024-01-08 13:47:00,Coldwell Banker NRT,real estate brokerage,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,coldwell banker nrt,,False,4.0,3,Arlington,120.8887679971603
2020-01-08 15:02:00,4/16/24 11:08,2028-04-16 11:04:00,Coldwell Banker Realty,real estate brokerage,519 Tremont ST,Boston,MA,2116,42.344815,-71.07098200000001,coldwell banker realty,,True,6.265753424657534,2,Arlington,797.3325360024998
2020-01-08 15:02:00,4/1/25 13:07,2029-04-01 12:53:00,Coldwell Banker Realty,real estate brokerage,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,coldwell banker realty,,True,6.265753424657534,2,Arlington,120.8887679971603
2018-08-23 12:26:00,,2022-08-23 12:22:00,Coldwell Banker Residential Brokerage,Commercial Real estate brokerage,399 Boylston ST,Boston,MA,2116,42.351799,-71.07187799999997,coldwell banker residential brokerage,,False,4.0,1,Arlington,120.8887679971603
2023-02-21 15:31:00,,2027-02-21 15:29:00,Colour Jade Studio,Hair Stylist,119 Newbury ST,Boston,MA,2116,42.351445,-71.07635900000002,colour jade studio,,True,3.1424657534246574,1,Copley,259.5552959968056
2023-09-15 14:15:00,,2027-09-15 14:13:00,Colt Energy Audits,Energy Auditor,110 Stuart ST,Boston,MA,2116,42.350841,-71.06559700000003,colt energy audits,,True,2.578082191780822,1,Boylston,289.44415500187154
2014-06-09 00:00:00,5/31/22 14:16,2026-05-31 13:15:00,COLUMBUS DRY CLEANERS,DRY CLEANING DROP STORE,465 Columbus AV,Boston,MA,2116,42.343574,-71.07841200000001,columbus dry cleaners,,True,11.854794520547944,1,Prudential,586.666079998317
2026-02-18 16:05:00,,2030-02-18 15:57:00,Columbus Hospitality Group,Management,74 Clarendon ST,Boston,MA,2116,42.346911,-71.07347900000002,columbus hospitality group,,True,0.14794520547945206,1,Back Bay,298.555256997816
2024-05-31 12:47:00,,2028-05-31 12:45:00,Commonwealth Breathwork,Wellness,154 Newbury ST,Boston,MA,2116,42.350532,-71.07815800000003,commonwealth breathwork,,True,1.8684931506849316,1,Copley,85.55547000426122
